photo_id,business_id,caption,label
bpZ-u0UQyU13VtDMN7-Ntw,1B6S6XDoX1fWnQI0_K1b1Q,"Lavender Bee's Knees (Barr Hill gin, honey, lemon, lavender)",drink
dNRuJYP9NlNn4cTBMWtleA,AEgMDoFmikKJv3wYYKlseA,,inside
RIYDGH7TGHutoOaxNipYkw,1xe9CrVcBWNyz2Jcbk_J7A,,food
9pgR5esKMygoxxGRqpv1cQ,GczZuKVQtsWLUgchZW9L-A,,drink
Rqa-LPjCECCGfZSKU0ZJgQ,yEVRdb-9sBqzRiPC5BxwWw,,food
D6sSB280KAllt4re1d2Z-w,EO5ne2jClfd16Sus5D6i6A,,food
BZdmgyR92jo1tUJugvg3OQ,hwK5v_44MC9YDx2Yr9PTdQ,,food
TE-OGDe7N9oF73F9OaVvlg,8JEVqaKFy6BNsNIhCnnAmA,,outside
2NXBUjEK_vQ2CFAox-gW-Q,sO1OD0SZkXXPtIXj2cS4oA,,inside
xKwYg6hF3BIrOEShYQaCZw,LHaG-Sg8crReTPNW33pauQ,Salted Caramel & Chocolate Brownie with Pretzel Crust,food
EjqX06gDScWNNifonwGGjA,6Y61FisC5lEVxLEaMzyUUQ,Cherry Blossom roll,food
GjhfvrnASbU6j8QBIbhzaw,oriZ5IOonGHHRkmeSHNwiw,"no street parking, but 2 surface lots and a parking garage across Green Street (west of restaurant)",outside
P7d7BuSVZJELfVyB-e5LOA,73drilWC1i5ZwiH5Y6JxFw,,drink
3bVHfa-2vICS2QDymuoYLQ,KuVtxfIJu4qRscngMsVcxg,,inside
bzBF6X3kbjsXDBrtX7SwIw,h0FfVGE8C-U8SDxQPgUjmw,,food
sJ654dJCmLVONQXB1mkonA,8pqdJjefYq-a9IBSJJmKwA,Front door,outside
lhlHeI4gVys-visRUoxCww,P6SiaPYpbduSSKt6lOAkuA,,food
qG5giTvoA7kCuq94HL5LzA,EO5ne2jClfd16Sus5D6i6A,Sushi armadillo!,food
fYQdI3GOzDgw3Wm9p4oqFA,HbXxINMJUKbHeuAnxtY6sw,House salad,food
CWz-FFaN5TH_bfxRG5P4Yg,DCb_WRnRaLuQ4Ozga-RduQ,,drink
Pz3Y_DkovkYa1S9WvMG-2w,EmBa8UWYRwM_3hagkqwtIg,,food
exlvDr3pfzjDlyqpGLknRQ,Gct3uOU_X6_LJkoHbKCOLA,6 psc sushi - tasty fresh fish. Loved it.,food
2epI2CpV1dLbNIb13h4VKg,rJ0ZHOZ3bhu59d-5KYMJyA,,food
W5t2hsRP852bQBN_Z30oTg,3YqUe2FTCQr0pPVK8oCv6Q,Wonderful red sangria,drink
5MpJFkBlib_smJvoiCiTVw,1vPSY4EA-fTRIZYz1Ruzow,Mini Chocolate Babka ($4),food
HreAn0MK7N0fn6kPJNj-BQ,eiuYtZB62adMDVRkDyLQPw,"The Tiki Bar, just steps away from the beach!",outside
pvGBisnZMH6ZYcEA-8hDtg,Zi-F-YvyVOK0k5QD7lrLOg,,inside
2_HSZBMcokSGZ0zldDyYqw,gltppHhVxJN9ETmQM6BFxg,,food
l_MwiqcT5KHW6r77HAmoTw,qiWD-qUrHYJ7xRHla68xiQ,,drink
Lp58EN33z6eX_MCDbUFmzw,oo37sVFYkBTxyPqDpu6WPw,,inside
m-iagEkN3n-cOebsPFtQhA,pIjYZSGPqorSL77I4MaWvg,Sriracha Veggie Bowl,food
i4MVpPZxICrycnCIiGFiSQ,KP5OncF2jhT7_J1phHPPww,,inside
ER-BofdEiDsnwQdFuFIuuA,XuQ5ekbJ9eRUX06JTqJHaQ,Cocktails & Speciality Drinks,drink
WKVN7oJ0yOWCbZGreEEMuw,winkCYdiTroKdbPbV0DfRA,,food
B5aY_DAPr_sUFXJ3gARezQ,lKU_kljhbEQKIPaM1Zbqiw,,food
fybmpCiPgZ3UNbOVLON5BA,BbxTyBW9OkIGGz--x8CQJA,Rosati's Pizza,food
7ZTJSRFBbgfOiV4k_ToDlQ,d25F64cGmUUlr3z7KytQeQ,Dining room,inside
M_rdvf6daCahfX90ML52ow,MVKoCY1JwngXmyYxc7oxFA,,inside
-eaZAODxMdqyohMWX8q5aw,8uF-bhJFgT4Tn6DTb27viA,Perfect balance of sweetness! Best donuts!,food
ZzTTqIbthYzFzTKOT811BQ,2xxkaRy7rP5EUyjFt2J5kA,"Table in waiting area. If you zoom in, you can see the ramen offerings as of 12/6.",inside
OSQV8yhoVVXAU8TutWxoVQ,_HMrtN8oEoC4arLmVVSZmw,,food
NqpLGnmEypRSTxf-gQbiYw,9HvjjSwxxubIhG6E_sObfQ,,inside
RVnMawjUoigu9FRE3moP6g,VJ4Z1gN_gWK2IFQ3Id8Z2w,Mixed Tempura Combo Appetizer,food
SRbuyn9VjEEBoQQbe2F6xg,q_PFmdGcKx2H7z2ze8H26w,Inside Seating,inside
PTL_solJkTUGpSN7H_qvMA,0Y5OG0uk8exyeYdqxKa1XA,,inside
YkX1hy3hzIktP5axaBXIWw,QSyFMbBkhxygLygYOEXBdw,Sunset over St. Pete Beach,outside
aD65Sdx02H0b6cFp2M182Q,N18rU96Qr_XQtSqfQynZMg,,inside
XNYEHEXhOC722pOVqrhyBw,ac1AeYqs8Z4_e2X5M3if2A,Sazarac,drink
F1yz2TBODZQx65j7MNhc2A,eLcpAWazRUrxnBRiq3iy1Q,,food
5NmbYjnTG5sklg3TcpmkSw,XnQ84ylyAZwh-XfHGGNBbQ,Mike and I back at Coop's Place!!,inside
Hh6tH2rocmbzJeB2g1q2_A,rv1KUBVNQkJ5WUQb49dU0Q,inside GDVD,inside
0B-niHnOZugu6vl0vDXrNg,2CeOmfi_biYRZ6-AJSR-7A,,food
Mj3oz0jvESYFjYqUzjuLFg,Y57sylYCgq2VQJuBCnjPfA,Street view from outside seating,outside
-5bUepz7K1gaHBD3LzApbQ,LuPK46HMxRYEVTXVbBCR1g,,food
DLQHC64mETBHQDaqOS5szQ,wFHz88EklQKK3qah4rSLJw,,food
dEeQihT1O8_uALgMT85wag,wc-rqw9ECSGnS45JygdIwQ,,food
JJoDn9PG1Pobi5CL2Mxwag,or4yTLBsR0iXUUrDIl6oEg,Jerk Mondu - Jerk Chicken Dumplings,food
55coiWgGyK5zsHnGpU9rVQ,ZHMwj4mU6oE-o6WK4leiSQ,Traditional Pasta  Spaghetti with Meat Sauce,food
5nku21IMCvIdR1tpSPA1zA,6djwQL1FOoe0SZONQHjhrw,Shrimp Scampi,food
r3ZxKbfH4iKZePUdh7d_Wg,APQWf69OTUQwbYssNNgjCw,Great place!,inside
95d5g2Qz12QlnkP6pvBnyQ,FGGDERcsTDYt6uLHPWEKrw,,inside
h8qXiB4HH217Xyg0Ujd9PQ,6Ty-KKWq6hLZYW8DWEHYvg,The infamous Hurricane,food
5J4kQI27P_5btip46aR4EQ,sHT5IU_FdpewbBX-106MTA,,food
G1OP58atWLOwmWq45lfYKg,n9FawYfi8T0Rou6mVuaigQ,,drink
wlhRaLCsbju7WFitw9M6tg,Fm16G-I-rmO3g_KTKleteQ,Breakfast Catering!,food
yjoZaLP97HIfDDWV9JmRRA,ex8RrhAhVVexndFhmNfG1Q,"maple caramelized squash with thick cut bacon, ginger, garlic, soy and toasted coconut",food
yznMZTcvVhkFdw0p8bc8Cg,eKLqPmuDZf_O764bceJbqg,This is where it's at!,inside
3iiarB5xolwK3QlNrQLuZw,NKI0g6gW1uXhYi-1QcBL6Q,,food
_LcE569MDEI2K0GtX_xQyA,z5T2RJvaqxDzw1Yb5pQISw,,inside
V4r72eakQrgg77b8AKitLQ,Mzmt8AvZOExG_4h3MMlihg,,food
k2c835pDIYRM3_o4ahKyNQ,R9TBf8VqGQ83kvdIxkC9RQ,,outside
3wLaNzwuMjzYScqHV5Hwjw,HTDpe_9wVAch0kRZtRmAvQ,,inside
b3MteRXvB3xOFGYRjGyLcg,dG-gZOWzn8iO1Rvv_fbXxA,Heat lamp in the dining area,outside
Yo6Hp6DTKXWDc7z7AZ8ubg,HhD8DLES5ZeULKDXmfkOOg,Pour your own taps at the table,inside
qWhT-w8DD4yilo0rJoJ-pg,gPMCWiXF_jjlLk8dPp7Vug,,inside
-124H3p_9ThP3gNIWeCosQ,TdyHRkxn334JxtUSdGpIiw,Mural on the back room,inside
EnJOL_cW2x2y_nIfW5wq_Q,uzHR9nIc9Es2dLpKDPXRZA,Butter naan,food
7XBy4M-eHibC7on3ZpTyKQ,u2yc9zHYx8mdPPdpK0gwjQ,Southwest Chorizo Burger,food
5PNMSP0OlcCWfSIFZXh29Q,nGElMRWr0BcQKFPa4ZBMYA,Yelp Event,food
h9XTasy9p4zcWGKi-mVvPw,g04aAvgol7IW8buqSbT4xA,Amazing breakfast and such a great friendly service (as you can see in the picture). Thank you!,inside
ji60VDwIGNjmWYsFLqL3KQ,Fj1jToh-ChfAOSR8x4wEnw,Passion fruit margarita (left)  Guava fruit margarita (right),drink
LSpuYbbx4SSQAvF9DOAO6Q,FCCnOgjjvwQJBAy3u2fcLA,Inside,inside
7V4egHWaRoUvmXFlGQhBbQ,EsV50Yt0y2y5PDYfTzmGCA,,inside
MFSINOFoidwSoyKFynKUtQ,I8lz3u94Y-dWft5fVN3IIA,Wild Cider Cocktail,drink
HjcRCQuDFy8vrAJr86W-TA,mcr1lAEdvGLMJhuPwI3I2A,,outside
M2gFIkkdedMpJLdWeYxDsA,erBjfgY05PFI9UElgguoQQ,,inside
zZWM8U3OA4a1XfJYB0h3gw,gTC8IQ_i8zXytWSly3Ttvg,Gambino with House Meats + Herb Vinaigrette,food
ko-JFXq1u5Yice9ispYFoA,FuwM02obw0PhqNdZVE6ugg,,inside
auysbJTqciKq3lFOHAYIEw,FIFi_8eNmc-jPHZVHPS3NQ,Pineapple buns,food
7gvYnTHiSG5yP5_egB_Vhg,I8lz3u94Y-dWft5fVN3IIA,Shrimp and Grits,food
heTr4o0m-6mU6zYyaYLozw,Ss6f5v_t5Vddiaz4ZOxL0g,Anderson's french toast,food
7FyDWsrrwMInZoBJbPaPng,U1Gao2oKgFaggpksDIctiQ,,food
4AI6X6beSSBGl2b7EzYzsA,fikP9Y0YSVhl8aJiW9xx2g,Black Bean Plantain Burger with Chips and Pickle,food
At5-7RKQgA06matFeHRaow,vWyg7n0gGVinsrSj68GDeQ,,inside
j5kPgsBBtlbtGsPcKLFdpw,mUdjeVjdsiOQMBK41x0Bow,,inside
uhw9lRFTux3_Xcnj57y8IQ,ABHKXrXH9x84lCAlKEgmEw,Kanpoonki - (10/10) Has a chewy texture but in a good way. The flavors of the sauce were amazing. Had the perfect level of spice to enjoy,food
y67Hcqero7TIN4CO-lu70Q,CG1Bb2MTraJYTHCPFm72XA,Soups to warm you up!,food
nq5F3lmYeNwcUxxTm0ijCg,mLNSOU8Ki0Fm09xd6ZKkcA,,food
6fKdY3Vc2uYXMIvp8sZ8uw,xEvV6_CSA9pJAVK0i9UDWg,Entrance,outside
bhJeyATEMEInd8SJMiVxqA,oe-iacnzvyHV8zxaNqCf7A,Chargrilled Oysters,food
RRNTRT4BU04ofDxi90Jg-g,hAcBP6zU9qAs6o3cbUW6MA,INTERIOR: With view of outside seating,inside
3QzpduYWNeTWqzHKrbfJPg,LGYIhGqbYakMMdsn_GCzJg,Roasted Garlic Pizza,food
LmBwHTZ9ZoLYMdByft84sQ,aROhaLh-dqtt-h6BG-gn2w,,food
an1Z-AOLfIsamWXILLCzuw,9PbAOIYVVllOq6QOXoXoBg,,inside
vw91SX_8JiE3XIiJAzOb3Q,WC8vQdCC-nSawCh2IV4epg,Bison shoulder with mash potatoes and corn mix veggies,food
PCupVy1J8TjyUDD-bWmZ1A,3nYIq4THGUOgQCAF-mkd7w,,inside
OFaum7fOxAwOwznYGiQjOA,zJpBMqVuAzcBhHZSe0-18w,,food
U0WsUsCB_sg7hBc0ltdsog,tYn8hGpZiRgJ8cP2FcI_YQ,,inside
EWXmN14kW7WIcT7BfL0Ypg,KYQ_ULE4PXNlPMBtXOYrOw,,inside
0rbni_M7uQstDLD_-dUz-w,A9rVxmIBtHZRvNhbBaGAWg,"Sauteed Chinese Squash Home Style (絲瓜) (SP, I believe $12.95?) - delicious sauteed loofah",food
tEd7b8CzhopR9lCX7ywUwA,SxbqEgEwrGmtgvQAgM6kIg,,inside
XRcOhwTD6pfCp8h6CATyPw,hExi86DTBlmIhB2FLvqrHg,,food
iFpF-TjGO3TiaNkCKtxUng,UYixLMVmlL761lXVZ36vLw,,food
3Sd9O39VNSljfmZaXip1xQ,KscVqYYG7ziAroZhfNb0Ng,I will miss this place,inside
j8eofMFHk7PYlPoABnOaGA,SxbqEgEwrGmtgvQAgM6kIg,Outdoor seating.,outside
7UKUXh0-4J16V79fbGS7DA,cNua7EAP7aoHTEp734VqWA,Basil chicken,food
p35aRnOyB82nG6zeDxYQrQ,yTeH-Xqp2qob651GU6aE7Q,Delicious Caponatta!!!!,food
nSSGuM0sGjxhWeWwVckLsw,tn1IHhBn5TI4gqSVCbG5fw,,food
NkZovMlUJa2AN7GkL0yi-w,L3QX19EWlkS-clS68Boydg,,inside
wA8vqGlsfFo0WL71vZEB8A,hfbZ97Te3T4jeWN6GgsGrQ,Summer Hash,food
jTAKa7Javt5mKX9ddfUO1g,sXaiyPC1fT6ESl-6t7eSXg,,inside
GELFyYEj86uH2IVFyAiuJw,o996tDYd0KRgeuY9mDeAGg,chicken cheesesteak,food
MbFTGz943wd62g8xkSgRmw,M-6AXSgmDMYcWsF442mzzA,Outside,outside
LrJkapO77bo87ANiN5d58g,H0MScRPcaB_TuFNEhWvJQg,The bar and a back cozy area with more seating.,inside
kcvixYPpsZqvGF2yJ1j3TA,QIEajLDnaNgFrCHWmiXCaQ,,inside
LYayUG5Cm-R47_ppZNwmkg,dgyKoIYEYrmRK_hktWBZdA,,outside
UB-lqUVglLEIT7wkZnJekg,R3FDYMQBrMpkUquwE-eniQ,Continental,outside
PE4tv3JDD_dUdOuxjmlNRg,dcpWZ6Yk_S0HqTlNBi8jiA,Bathroom and more seating area,inside
Oy9AE055jK1ZPewCLKfqzg,9w6o_eyKCSNKgMtAuv6KWg,,inside
rt0KWKKk4JQIUhzapRYmtA,KBNMK2rD7qrLUm0Mrwa_Hg,,drink
6LNqqxe3j7lY6DuSxJKHCg,AG8iUJbLefR48HCykQTBiA,,food
iFszOIlTGdTRWyiD8_7JCw,EQP8f7Rq5KXknJixlwxZEw,The View Outside/ A Nice Breeze,outside
7MagZn8gEVG4KU8hIPo0tw,KD9-X5AykKmiZszrMepjhQ,,food
DCvq0GKHuS89zB5QZAP9nA,XgXkTeOtLpX1QSvh9Qql1A,,drink
ei9oI5LLEJFsGxnqpVTuzw,Kfaq9cuyeXHkzWwL39jUWw,Fries,food
rMP_QUAFMp8uW7LUJpTBsQ,zFcE7bQ2oDfwpPgl_PxOTA,Charred Octopus,food
FI1NYleOitPEshsN1W3nUA,vHr8qhM4CXYB3Ol_9yS6QQ,,food
UGpMMYDwr0GP3xuxZXRBKg,Trbe4JX-oLHrrVVPcv0wog,Shrimp and Crab Benedict,food
uL9M5rYo0o2aIqzZv4A6lg,YPTYOQO8Lg9BtHsRwYBY7g,Com Thit Nuong,food
nUZNY9IiP46Ag-sFfONfag,05GLPgaqx5y4H9dBU6CP2w,Sunset view,outside
t5JKx3P_4p22acPRenikxg,gGK9oTurV0N5UxPGUs3_sw,Focaccia,food
3kP0f7-wb4dKS5Ijwag9VQ,qISf5ojuYbD9h71NumGUQA,,inside
xCaP8D4zMH17e_wAUyaZBg,oJvOiVyzqWqOfvaRH_TflA,Bar Area,inside
gkgfcbRcqyXFWyI_ze6XrA,eLbKuFpCtHEjCkoWkDDk7g,Meatballs,food
EdDpUe2aPqkTAQZpaBGwZw,L5LLN0RafiV1Z9cddzvuCw,Beautiful views and interesting menu,outside
izw2bLiBHZGrwgYVY_L9Qg,dXCHtPZ7VdAM98QS_JRksg,Buffalo Cauliflower,food
WMTflch9i07MiuBn8GmRzw,NjD-V9pdH7_V8Y8PGl-csw,,food
Dnb93ThMuyRBGT4_JJLYlw,yd2vlqig_1inpOYcDzzHGA,,food
W77QNv_wbXPt1EY8t4B4ZQ,S3FYrEXXd0o27n7Bd6uk2w,Wine flights,inside
CzTLJz1zlcWM0obm4jIkFA,XX2PSfT4xuHq0yuoPIge1A,,food
PcUmltwS6ZgpIM_V2klOkA,yhEbjRzlfCLanl_-LUreVA,,food
879lVxzDt8KUnqm1_eb2PQ,6a4gLLFSgr-Q6CZXDLzBGQ,"Fried Alligator, nicely spiced :)",food
Ia74MH9GRYJghLG_qGzOyA,BHx1SM6rfcowh0DwY-rwfQ,Glad there were lactose-free options!!,food
GnIIicadT6QvNxz4aWT-5Q,6Y61FisC5lEVxLEaMzyUUQ,Crawfish Roll,food
ivG2tLkf3wBEkMbYFYCFxw,Rb9QIj-NyRn_giOBN991YA,Brisket Biscuit (a special),food
gfWKP65ZB_3l5a_wR5TxaA,i6YvzoCYT6vCxBxqD7nR-g,One of the best Aviations I have ever had.,drink
3AYd-wbbMdWUf9tev8QCnQ,FxyGTyC98dVsVMhPiHXyOQ,,outside
qhNMsitpRULKont3YhZ7yQ,l4AjbrjS91Z70AYQbABxvA,Kids LOVE it here!,inside
-rcRUWLsVhWgu9eUqUWBVw,PJ2FbMY7UpPsAiWtPZGcIQ,,food
6vWLj3oAMZWxUBgUUouyOA,MJI-bNIn3QDgiGggm9Wp1w,Local Catch of the Day,food
VAcuezKHXo6xa98MQNB9vg,BWITd9JUXP3gSi1z3Y-z8g,,food
C64qKNSlUCJ4S6gZIDJ-vw,NCGd8Vmj2T-2h8sHyLpJlQ,Paper napkin art,inside
WBmtohkHJzCLdrSrwuu-6Q,yGlPsqK8ck33EgvUINIfvQ,Asked for the hockey game and this is what we got...,inside
rnBlZGk5jLKeO-_ffApbwQ,3zK9LTY3TgH7nU18-dnXtA,Cacciucco. Last night was with Salmon instead of yucky Tilapia. Delicious!,food
7lcxYhdeiUfemJtT9a_1jg,otlORLZ8uZM3_orBFl2z7w,Delicious daiquiri in an awesome goblet,drink
UZ9GgGLD200BGo_AQ8YNTg,hE6YsHHV0fCz_UrGS4o6VA,Restaurant,outside
QZm3jVlfiUwFRxqEiIUmsA,gyrWGcs5-kXkvWcS6e42ZA,,food
tpkciV3CVXxnOe2IGYgEpw,lm3kA-CcD2uiuvR1aelf8g,Probably a lot of couples could use these mugs,drink
kHsC0ZKAP3jfcEcI6eFebQ,bGyPEu279nRJmPySkBRMsg,,food
gEZUrjkSxol7XUlcv75Xmw,MT7IZwROgzr0HgJHHxBaMA,,drink
IevmQSF36PFzorzoS1l0KA,S87d-VjLFY8ZMoj6MUo_tg,,food
KsabXWCnYWHD6UvGE4AoQg,TVX2a4bVuCE2VUIkiLdZrQ,,food
YvbpxfNz64CPEAl5W1gpWw,IoihJkcF2FcE-sHOneat-A,Friday Lunch Special: Shrimp Tortellini,food
gIy2r8q2UChueesV0sXeJQ,Dkd-YyNmNwVs8PzmEaTIXQ,Had a wonderful time! Arirang took care of all i needed for my wife's surprise birthday dinner party.,inside
zSMGRuRVxLChmGZ5kJQR8Q,scotX4dcVT8Co0Nyy1pDYA,Old fashioned,drink
aiI3ZH0Z1zvMYEgH41Cvpg,6F1ZGDCyPTpV77PKTh6fGA,,food
vLYEvtjGLZkx4wpasQrY-A,wL-ZX1ttdSssmf3RQUmV2w,Jimmy Adkins of Jimmy Eat World,inside
ICWL4ILzqq1hOYDuD90lnA,6fjUPCJx12TYkQxyio1oVQ,,food
YGTPMq40nuk0tpVNQR4wAQ,75FY8ZQx5nOWP0VFmNvWfw,This is probably the one thousandth picture of the shrimp and grits,food
IdoMhOjXyO4cs7clekpS7A,x1ukXOcMHlzKmTmfNIjyLA,"Inside shot from Asiatic Asian Thai noodle bar, ybor city, tampa",inside
euKd_2dCAJE54-okH4zslA,GoGss2SqsUPwP0xcI9IUuw,Ttny macaroons - delicious!,food
uqF5GpKGHey8WUYCV7cGbQ,DH_aRlDhnzsJTh1ffWwt_Q,Avocado Salad,food
w4WzKKPqKMwFdGP7c9aIFQ,A4-2jEraYJ2w2grn_uXlHw,,food
NYKpJxHPoK231iT1A-yjdg,PHSda9zEwtFicCICD6TP1A,Santorini Chicken Bowl,food
PLLN6ro0obnkE19OKDbj_w,OZi0fOn8-ISUwhEAWC_8Gg,,food
ZP5umfcE0sbQFcC6DMXQDQ,cEyo1UgdluY7bsu2VwcRBw,,inside
APUfFZyilcPexS0ujXm3cQ,pcZVbMcJgcenbEu2rpfSIA,,inside
U7cCgOAegexpSc2Vv63zsg,d32ypk0TUSxzYxKnMMuFNg,,food
mazN3HWKp6P_0o7m3mqqgg,W3gP7qMcwHUpz_hz69L5vQ,,food
Efh8JH221TvPrbF_kNb03g,DorCmYVDR5wcCVvbCAvzEg,Oct 2021: Pic 1 of 6,inside
f3htYEnfwAr_GYmUYnH4bg,Yh_KhyVD6ZBwsIQQ1wSUpw,,inside
MK8DQW_Z700zoM0gaTi_3w,kRG2ZrCT5RvwD2tajVnpjA,,inside
Oh_g2rgfvFDS09FYEAgJ5w,GliX6K0W09wTS7VqEmcYgw,The line to the theater,inside
Dsu44SSIvrN6f8svCXzmvg,2R4IzhRPnR_cNKtgIfvymQ,Fully stocked bar,inside
Hxvl7sS-z7lkOLFHgSHnlw,sBWuDgCSx9j-sRVhikx6nw,View from the Gallery seating,inside
iOWOeZVyy1CEtVaVGjo0-Q,WCdSajl5Q0qywpv7K5jHdQ,Happy Cow,inside
NwbYHeFu5wbWgpUTyBCwXA,NUSp_d5o-_8INV_xBykUeg,,outside
wn9HxzllFOxbHMral0O88w,RGzIHIhOIZzsjLRVDvSjRQ,,food
iz89hnkkU5MXSvODiIKiaA,5fSPNlVUBGMExOy9lgFn0A,,food
PVLXGe5WnacKKWZ4kWoNOA,dGUyXgFW1WSYMgRypKaYew,Turkey plate with okra.,food
xFFcivbTOUWU7qtjaNPUQg,f9qNygjcQvh2vPmZSfEvqg,,inside
beGLSsw8-0AL6jdA031jPw,5AwQnUJKugSSv_TekCzORg,182 TÔM XÀO TỎI - Shrimp Sauteed Szechuan-style SPICY (CAY) 13.95,food
taj8afcJFcQcIon91SQi9A,eeKJYP614nNnDwnjKpl7XA,,drink
lW3Iwh1vcvjIRRBFeJigsg,1ig2AJg8A08_XA3pFAMiRQ,Coffee cured filet--- best steak ever! 9oz,food
va2TEZnf2YChq2cMfQ0EBA,tkY5BJVXxUmP4jsKavkf2g,,outside
JRjcLDIZiQuAKYIBTlyJ4g,ppV8AwESFjlG5FSRXdvtyg,"LouVino Classic Loaded Baked Potato Tots -  #2 selling LouVino item - yukon gold potatoes, bacon, cheddar, scallion, house ranch",food
mvHcKFTYHzKvBKqTYh_ttA,XoS-hu_i2Dr8VxzeMxLwVA,,inside
4vYGZ-7-Pz91JmkAoVYFcA,hXvf5a798WvQtFn0Zbh2yw,,outside
5lVJ-B8Q2hnKv0YivFQ8EQ,KOkkX1YK0kRuxysrwsUD7w,,food
PcUJqH1hgLdzanbNZopCfw,6_T2xzR74JqGCTPefAD8Tw,,food
UJEiTZkuQkjLYZ5kCZ6StQ,mEudf3Z2rKw-DoEbsImUCQ,Lots of options!,inside
KwIEL6UE4A7BZffLVE8d-w,nU6LmqtSI08VMKIibEQRMA,,inside
N5BRmfmFcNBhn9oAiNYLIQ,1gbTusC1PP8S84lp7TUxrA,,food
GOEGV3xmsJU06yASAtKD6A,2PeuTPjcC5jEyrMt9o-w7w,,food
_qXuMCzPZ5YgFOW0qoD6Qw,YQmSQs0WDwMDLmU3Yfj0jw,,outside
dFy8iTB6Nng0WIzWv6CqJw,CpV8X8DHk2VqWo11CEde-w,,food
iC3DHM8JtIYEy1vyWFt2Kw,TDKBPcViJQDMrdUm6a9XZA,Upstairs bar,inside
N6cGsOEbfvgot1c5YvDb1A,OhHq33rmBih3fczFi8gSFQ,,food
QkZR8suLqKyCiHDJncBuFQ,33l2XVp01d8kltTs_UMJ8A,,food
tihH8axRQ4TZNEeH-0GUVg,tJhIqLwZnbBl5FKIChEIQA,"""Private"" table",inside
vlCmoZ_lJqp8cI_0Cq7gmA,oC91lprbbfzw7DOYiYln7Q,A juicy Turkey Burger!,food
GZFTWox63A2dIxGy1VlxfQ,iR5MI7ch9z3AYiqxBVLJLw,,food
r6NaJi8r6cX8RmfZHfXB4w,5YFqjdNj7HCkDwYjvwG50g,Side dishes,food
SW0hkqYs3gOh9XMO3xzSzA,Klpb4jqrgCBX9_BnBmkz8g,BK Tacos,food
ef-ZAQAX2vo2JC0VbupJ6A,ta5Oi3sezvn4H299MbtE8Q,,drink
nq3VarWGqorSA7GIRCK3jw,V8we7-uCa-SouadZmZ9Ieg,Keylime,food
13PP-x_ouyu7ZwUoHo-oWA,Hr6aM0s-woIJaW6DJSbvNQ,The Dining Room,inside
cGPwUR86N_-9y9F4nhxikg,PJjkH_VZeQwxEJvlQ-v7wA,Pho Slices of Eye - Round Steak and Well - Done Brisket,food
mjWtR_OAa-CY4VufG8q3Jg,rgSHLh2Le0Un82FDxbq0mg,mac and cheese + sundried tomatoes,food
6F2FOKIv9jY-fZ1gjMQGOg,PkX5BefuAKQf2Urhjthx9Q,,inside
AUtLmjk-k3XoyhhY2hb5PA,qoHgAxwNTiNCli9d7RQl2w,,drink
ct__x7FIggp1WrAvr5eqgw,rv1KUBVNQkJ5WUQb49dU0Q,"Bathroom decor (the bloody knives hanging from the ceiling are a Halloween touch - perfect for a vegan butcher, right??)",inside
VlHeb-Ic3iiQGR0BuvTUhQ,0wZJkj-OnZ7Pmublspl7tA,,food
CE60sZiUkiyddWV1aHEvrQ,2er_V-oAd7IbQ5YTY56r7A,,food
q3fCUSZbZqzo6njXJNfqRw,IQdhAkiPbxZ2mVD8jUdfUQ,,inside
5MCQnmenhfeKpi323xK-_Q,i9rqSiwl3EAXWU9XA1YyOw,,food
n2LUcCliQW50TREOv0Eq9Q,26107Pz4hjESgQ8J2c81rA,Do not order the Ramen if you're missing the taste of Jpn. It's the complete opposite. The bowls are from cheap Asian markets.,food
6DkKAfTGkNgIN4wfQSwUgA,_ehSDMpnQ67RR0Yy0yv_3A,Lavender Latte!,drink
jAn9zhAap6Pr6dwGHHH9jQ,mEudf3Z2rKw-DoEbsImUCQ,,inside
3g2PLo2gW3oHaesDol6hqw,lJ59yy1n1CHztMN6DsXBQA,"Polpette E Pesto: Basil Pesto Base, provolone, whipped ricotta, beef & pork meatballs, fresh garlic",food
HiKCUxoddviTW49fH_su6w,XtuWejrrZMZGkRMxxesKJw,Dean's here too (he took the picture)!,outside
lyvQ3W39ZXb8stmY376XrQ,FyDQ8QKKjmBKagZ2GhNb8Q,Pour over.,drink
bnWobMKcq9PSIMKLpGZW0g,VQcCL9PiNL_wkGf-uF3fjg,,food
oEAduD2m21HPs4FJI15dtw,jpLJ79SPYXMpbvZ0py3uiw,Ice Cream and classic food dinning area,inside
bCHLmF37czMCz-ZGvsZQNA,k67rl4w58GIvmbTMnhTLaA,Great atmosphere!,inside
4Q2_RZEZJHNxYdp7vyv6aA,cQqvJhYJZpx2lL_EGzcBQg,,food
73mOcaW3Tm9QZhlPB3evQA,nYsNsyIppe_DTueBha1x9A,@redmesacantina #DAburg #avo #AvoEATS #travelchannel #esquire #network #chef,food
xIFOu9ivMyfDTFQm0mC1vA,cPepkJeRMtHapc_b2Oe_dw,,food
Wa8GYkqW2EzOcvf4uL9M5A,JX8KhTInMNfQVs4Fn8mSSQ,upstairs seating,inside
rGOw40IoQLIwrcpnvMPrfw,2BMk_drsikKWslJCXmQtjQ,"Scramble #6 (bacon, mushroom, emmenthaler, arugula)",food
qhyM7kq32sSmBheGfg-ySw,a-fUq78iwilqa9Qd3ozfqQ,The whole plate of Crabs,food
