review_id,user_id,business_id,text,stars,reactions
FuxWWTd-VD7BiCL8-KMFsQ,ljdt8yvb4rSxXdzl0v1pjw,v72HalBu5fQIFTD-oqhSgQ,We had a great ribeye here that was cooked to perfection.  Great flavor and char.  Salads and side was equally good.  Our server was very attentive also.  We'd definetely go back!,5.0,0
sNlkWZg29blo2zQhfezZPw,KhSGkmP9adBwKfoE7V-vvg,tXf6TpqHOLiwyMNbYAOOCQ,"I have heard about this place for a few weeks now and have been meaning to visit- and I am very glad that I did!  This place reminds me of a restaurant you would find in DTSP.  Between the wood walls, wood crafted tables and Edison bulbs, this is a great addition to the northern Pinellas county area!  It is small and quaint with local beers on tap and a nice selection of wine (our server told us they are looking to expand into vacant store next door and add a full liquor bar within the next year).  Right off the bat, we had a warm welcome.    The menu is smaller, which means they pretty much perfect the dishes they do make.  We had some beer and wine and went to town on the appetizers:  sack of potatoes (with bacon butter! That literally comes in a small sack....of potatoes); pork skins (who doesn't love fried pork fat?!) deviled eggs topped with fried chicken and caviar (I am not personally a caviar fan, so I just took it off) and their hot chicken boneless wings (with beet kimchi and hot buttermilk sauce, aka my FAVORITE)  I personally loved the joint, and will definitely be coming back to try that lamb burger that kept eyeballing me.",5.0,1
d2Hp5pwenbiiearOTdumXg,akih7qRzoyBpv_YMTQjL0A,US2-dEVvnOdde7Syi18TTw,"First of all, the soup du jour (crawfish boil soup) is phenomenal!!!! It's like a crawfish bisque-chowder crossover. It has small chunks of potatoes with crawfish tails. I always get more than one to-go!  I have also had their Wednesday special, which is white beans with fried catfish. While they were not my mama's beans, they were pretty good for a commercial establishment. You might have to add a pinch of salt or Zatarans. The fish slices were pretty small, but they were fried well with a seasoned taste. Finally, I love their corn muffins! They have tiny bits of jalapeño.   Overall, the latter meal was pretty good, although I would expect bigger or more fish with the meal.",4.0,3
3du9iDkuKvCXk3rD4SnMBw,upBUcam_DAI8uYqlZqXiAQ,VgsbZSm5NRaDg2ds_FDBrg,"This was my second visit to Deja Brew - the first time ( which I didn't review) was an enjoyable dinner while being entertained by Katie G and the Half Macs (they were excellent, by the way). At that visit I had the Grilled Chicken Caesar Salad and two glasses of wonderful Cabernet Sauvignon. Service was great, ambiance superb!  This morning we tried Deja for breakfast. Service was different - we had to stand in line to order - one person on cash register, one making coffee, one delivering meals to tables and it appeared only one person in the kitchen. It seemed to me to be a slow and clunky way to do breakfast. After we ordered we were given a table number thing, which to our surprise, didn't mean drinks were delivered - they were called out from behind the coffee bar (noisy atmosphere and senior hearing doesn't make this a good system). My wife ordered a heated cinnamon roll and a side of bacon - she declared the bacon excellent, but the roll was delivered cold (she's too polite to send it back)! I ordered the Cheese & Bacon Grits. I love grits and have always eaten them ""creamy"", it seems Deja serves them baked - that was a surprise but even more surprising was that they were very good! Yes, said, very good.  Overall, I would give the evening meal and service 5 stars and the breakfast 3. Except for the cold cinnamon roll all the food was very good and wait staff polite.",4.0,5
MmuuF-JuECG2smJPj0fYkA,7b2SEu7IoNHknIkwUV2hWg,YCHBSWYErsKAI9AXeoPxhQ,"Discovered this place while searching Yelp for something else and I'm SO glad I did. Went today for the first time. It's so fantastic.  I had the chicken tacos (I'm hoping and suggested they try a steak option), and my friend had the gazpacho shrimp soup-I think it's a soup. Anyway, both meals were delicious. I couldn't even come close to eating all 3 tacos but they were super yummy.",4.0,6
9yRn38Vp9G8ftCW2iwBQJw,7sdq036l7Mbbx56V69L1yw,YhQAQhG1IkXJH7oLZMbM9w,"I just love to dispel a trend of bad reviews! We stopped in at this Del Taco despite a series of bad reviews and we are glad we did! We wanted to try their fish taco special at two for three bucks. We were not expecting much. First let's discuss the product. The fish fillet was about the size of a wiener cut in two. A little on the smallish size. It was wrapped in two small corn tortillas. Tasted great,not greasy, beer battered. Special price so I bought six for a total of nine bucks, we were stuffed!     Let's talk about the wait help, in this case Trent. What a jewel! A tremendous asset to any business! He welcomed us quickly and efficiently! A tittle talkative but in a very good way! The tables were clean,the food served quickly and tasty! Five stars for sure!",5.0,0
KupYGAYqAKVLP9cspQ-9TQ,0EjWviHaYwdaMaD8VBOHWA,0bPLkL0QhhPO5kt1_EXmNQ,"The little deli belongs in little Italy. Wonderful subs, pastas, desserts and deli items. TOP NOTCH subs.  Always busy so don't be a douche and give a 1 star review because your delivery took too long. Call ahead for pick up. After coworkers see you eating anything from here, they will want in next time you go.",5.0,2
Hrk74W3i5Pz6VDjhktCxzQ,njUgJcn8ZN0BdZdNEswRwA,PxEiXqMAzzvp8GFlb5EoLg,"While back ""home"" in Philly, visiting friends in Mt Airy we decided to try Grain Exchange for lunch. A quick walk on over from their house and we were seated indoors in a sunny table by the front window. A friendly barkeep came over quickly and took drink orders. It was decided upon with vim and vigor that this vacation week would start off with cocktails. They have their own house vodka spirit, tangy citrus notes complement the vodka club with lime. I believe a beer was ordered by my friend. Food was chosen; two veggie burgers with avocado (delish), a spinach salad with berries, goat cheese and balsamic vinegar (divine),  French fries and hush puppies ( also equally satisfying). Decor is hipster with metal chairs, walls with reclaimed wood, etc., but very welcoming and casual.  Service was attentive and as aforementioned, friendly.  Price for 4, plus 2 cocktails was $68 I believe, not including tip.  We enjoyed it so much, we decided to return tonight. Children chose chicken tenders with fries(said to be tasty), I got grilled chicken breast sandwich with avocado (wonderful and special made for me bc I chose not to do fried buttermilk chicken), seitan buffalo ""wings"" (very good, the sauce was hot and had just the right twang of vinegar). Cocktails and beer, of course... $85 not including tip. Service was the bartender, again, super friendly and helpful.  Would definitely return again.",5.0,5
szFyidwsXKSt5m1cgKG6TQ,gGM47bZjdnTQPqx1Rd237g,V7TaLZ5EB94hqRIZ1_xjGQ,"Stopped for lunch today at the new Kawa on Sproul Road. The simple and spare Japanese décor suggested an interesting meal. The menu offers a wide variety but we settled on the 9.95 lunch specials. The sushi rolls, delicately set out, offered a clean and distinct taste variety. The chicken teriyaki, served with miso soup, two delicate dumplings and rice provided a tasty experience. The service, attentive and prompt, rounded out a reasonably priced and enjoyable lunch on a rainy day. Judging from our dishes I would imagine that dinners would be equally enjoyable.",4.0,0
4e6UbZV-EA66XCBiVCkPUQ,Kp5oM4l40XCiIQw9ntYwUA,VenhDgh9fRrh9c0Xq0LacQ,"Food is very good here and it's basically unlimited, so you must go hungry and plan to spend a lot of time - I mean hours - to make the price worth it per person.   The banchan assortment needs work, but more on that in a moment.   I found it a little weird to have kbbq and chinese style hot pot at the same place,  BUT this IS Pinellas county so variety is pretty limited in these food genres, so I consider it a smart move on the owners part.   You get the option to have both hot pot and kbbq together or you can do them separately. We tried them both since it was our first visit, but wouldn't do them together again as they just don't pair well in one sitting.   Both food styles are your traditional setup and ingredients, and it's completely self service.  The only thing staff will bring you is whatever meats, menu items and drinks you order.  You cook everything and get all your own condiments and banchan from the condiment bar. If you are seated toward the back, it's a tad inconvenient because there are no serving trays, only small plates and bowls so you make a lot of trips.   The table grills and hotpots are all very safe. Induction heat and no open flames. Smart. You control your own grill temps too. Countless places I've been for kbbq normally will have staff come tend your grill and deliver your bancahn dishes, but here its ALL you.   The hotpot was pretty so-so to average, so I focused mostly on the kbbq.   The food and marinades are good quality and fresh with a huge assortment of meats and raw vegetables to cook, but the banchan variety is very very limited to a few pickled items and about 3 types of kimchis. I'm accustomed to a much wider variety of banchan, which is always my favorite part of kbbq. Was kind of disappointed in that area.   The atmosphere is pretty hip, clean, and dark. Nicely decorated for a long stay, and the staff was very friendly.",4.0,1
fScfSSP9Mld8WIsfP4Bh9Q,cIVmIJD7nIiEcVGamfBoVw,eJ77e9lGxY3ArzaoDbHhYw,"Meh... this is a suburban bar parked on a city block.  In a lot of suburban bars, people are looking for one thing: a place that serves alcohol.  If you can do that, you have a successful business model.  One thing I prefer about bars in the city is that most need to do more to retain their clientele, which leads to a better bar experience for the patrons.  I think bars are better when personalized, you can find something that is exactly what you are looking for, rather than the same music played incredibly loud at a place without anyone dancing or seemingly listening to the music with the same drinks, the same... everything.  This is a lowest common denominator bar designed with one purpose in mind: get as many people to come in as possible.   This results in a lack of personality and soul for the bar.  There isn't really anything special about it.",2.0,1
AE3JXtU5G5V20vKu85rmPg,ly25BfsjRoWLJOJrbcTLcg,IZ6vx85mSdC2zp0STFzTIw,"Cute remodel - nice decor, some of the wait staff was friendly, others not so.  It was hot in there!  We sat at the sushi bar right by the AC thermostat.  It read 77 degrees at 7:30 pm on a July night!    I didn't like that our waiter tried handing us the check when we were still waiting for my husband's last dish.  He even still had his chopsticks in his hands!  Once the chef shook his head at him, he walked away.   My husband ordered the ""all raw feed me"" for $60, which was 5 dishes.  They were all crafted with a lot of thought, tons of flavor, and precision in the plating.  The last dish was New Zealand king salmon, which came in fresh that day.  All of the fish was super fresh.  The portions were VERY SMALL- more like a tasting.  He was still hungry afterwards.  I got the dumplings, which were very delicious and also the ""monkey"" salmon dish.  It was good as well, but the portions again were small.  All of the fish was sliced thin and small in size.     I'd say go once to experience LUVI, but if you like to eat sushi/sashimi like we do, find another place.  It's too pricy for what you get.",4.0,0
zOO-h_bgn52Ou8KkCC4r7g,82dCHyU-ANOgdhxUgZsUeg,BxveuvYElRjEIuVNiJAEtA,The only things you need to know about this great event:  1) You must check this event out once in your life 2) Try to go during the weekdays when it's not as busy 3) Go to Bone Daddys BBQ (based out of Michigan) and live your best life 4) You can BYOB 5) Lines at certain tents can be annoying and speeds vary so choose wisely 6) Carpool or uber there because the surrounding streets can be gridlocked,4.0,11
4-iDitONRWbQAGX70nB9tA,RKYxuHew4oFag8iX_b0Hig,oLc7k78_YcDMnMCdbC-h1A,"I've been here many times and I always come back. Great location! The service however is touch and go. It's also noteworthy that I didn't see any African American servers or bartenders. The food is good, but not great, and I haven't seen a mouse the last couple times I've been. Enjoy!",1.0,0
zamZWdKHHf-fypS_KFAOhg,YPpJ9F-MeWq429PtYFBgcw,8uF-bhJFgT4Tn6DTb27viA,"I had the salted caramel donut and it was so delicious. Soft, fresh, and sweet. I also tried the pork belly slider and it was soooo delicious. I wish I had one right now. It had a wonderful combination of flavors and wonderful dressing.   I was also able to see how they prepare their dish and it was nice to see all of the fresh ingredients they used",5.0,0
SC08xDHa65DyRqD7rP62Nw,B1OVDsstzC_RaESmtd1oWQ,RK93mcFftFbN2UN7JXBp6Q,"It's hard to judge this place on service because the time that I do come here was always for UFC. That said, it's always jam pack and service can be extremely slow. Overall food is decent. Nothing amazing. If there's a fight going on, this is a good place to watch it as they consistently have them unlike other places. You may want to eat before you show up though.",3.0,1
eOBVxzrM56TmeBeNA-rSxg,YGlITSulOrR_cT_eEuaEVQ,sB45WFgysT617bKWP_WJwA,"How can I not rate this 5 stars? It's free - they give you a little tour, the guy was funny, I pet a Clydesdale horse and got a little free cup of beer and a free 16 ounce beer of my choice! (of which there were many choices - not just bud/bud light) We waited maybe 40 minutes for the tour to begin.... meaning we walked in... went to the desk and the next tour that had openings was in 40 minutes.   Now! It was a busy Saturday and I think our tour group was too large and some of the tour got maybe left off, so maybe go earlier or go during the week... still a great tour and some beers. Nice facility. We'll be back!  OK that being said they have tours that cost money that are more in-depth, but I was specifically referring to the complimentary tour.",5.0,0
x7ISOfeeYrpcUkB10SGzgg,qq0seMYCWk4oT5Ho31fqWw,0hCrds3sgFAYzsZolg3jcg,Huge fan of Total Wine and the huge selection of items.  Prices vary from $4 bottles of wine all the way up to out of my league prices!  :)  One thing I despise about this store...the parking lot shopping center traffic to exit.  Holy mother this shopping center drains every last bit of patience out of me as you will sit in bumper to bumper traffic waiting to exit.  I am tempted to park across the way and cross crazy traffic instead of parking here but I don't want to look like a lush crossing a busy intersection with all of my wine!  So if someone could pleaseeeeeeee find a way to fix the crazy traffic...I would visit here more!,4.0,0
TE289WmenOtlgtB7TQXxyw,RQWQTxfhGGJ7bGgJ1EnExQ,SwBhaxfQPbyhsi0QHUAN0A,"I've been here a handful of times now and each time has been fun for the most part, with our most recent visit being the most awesome night ever! This place is huge! Since I'm not a ""regular"" I often get turned around when in there and have no idea where I'm going haha!  The slots are fun, I enjoy the video slots the most. The interactivity is fun. Some of the slots are confusing (I have no idea what I'm doing! I just push a button!) The losing and winning back and forth can keep you there for a while. You keep playing in hopes of hitting the jackpot LOL. I can see how people can get addicted. I've been lucky enough to win a nice chunk of change a couple of times. And thankfully, I know when to stop myself! I haven't played at any of the tables yet, I've never seen any low minimum tables- not sure if they have those here?  The staff at the casino in all of my encounters have been friendly, professional and helpful. We had an awesome time inside the Hard Rock Cafe for a private event! The staff kept everything very organized. I have yet to eat at any of the restaurants here but am dying to visit Council Oak and Grey Salt one day soon!",4.0,7
4nf1mvN3YrpOtXVZ3zB3Zg,PtQJtGIxnS8qsNXTCiqS1A,Sl8hH3uzlFoO29Ip5cIKeg,"The burgers are ""Diner"" delicious.  Got the app and  It gave  me a free milkshake!  Enjoy every visit.",4.0,0
Fdw8iC_-3lc3TARULv0Elg,KyX6Dgz266T5pQJAKtFdeQ,OcatdPIYh9X2Du3Lo5YKOQ,"Went this morning to get some chicken and waffles, decided to go first thing when they open. There was a table of 4 and a table of 2, I was a table of 1. There seem to be more people working than dining but yet the service did the disappoint it's slow. After walking pass me several times my server finally stated I will be with you shortly. Another table of 2 came in and shortly after being seated a server came to their table to begin there service. At that point it was time for me to leave. This place have good food, Just hoping one day the initial server to customer contact gets better",2.0,1
n35mleNr4s_WOfRCKhmlBA,5UqmQxJTN_9KHfI0Yo0cEw,uvAP4JuwHzZeZJ_aZyNLrg,"Family, friends, and everyone you are happy to meet. All under one roof. I have some feels for this place and they all come from the caring hearts of this establishments owners. Amazingly the staff all remember me by name each time I stop by. I usually stick to the salmon dinners and wings. But when I do indulge? Its the angel hair alfredo with sauteed chicken. I have dreams about food when I diet heavy. And this is one of my normal courses in la la land. My favorite place for all that it is and will be. Thanks to Robert and Henry and their lovely family and staff for always making me feel important. Not to be confused with impotent.",5.0,2
fYGZYeoMi7PiH1vdvAB3sw,LmaOptmkvxVEvftB3_AsFw,9dGzGbNKLMP0_wOqI5GffQ,"This is sort of our secret place for lunch. It has great food, decent prices and the staff is friendly. It's a bit quiet when you walk in, but don't let that throw you off, the food is amazing. :)",5.0,0
1xvfD05SBGkOrtz8VHvOZQ,HrxEA2Y6lGmTKKNbnb9AQQ,1skzWN0fxGgZNRE53Y_3gw,"I have only been to the brewery to pick up beer for releases. Today was my first time sitting down and grabbing a beer. The brewery makes some outstanding beers and are always looking to make an imprint on the craft beer scene in St. Louis. During the warmer, they have a great patio to sit drink and play games.   It's one of the great breweries in St. Louis so if you are around, check it out.",5.0,0
V4axAxWpWOkC8U1rxANU0Q,ibRrf8Kv4Oo-pUsAH9wtjw,sr-5EY6bmp4jINhea06MjA,"Probably the perfect ""cakery"" in the planet. It's tucked in a converted home. Once you step inside, you won't even realize you're in Indy. It's like one of those French cafes   This place is one of those places that you will probably see in the big metro spaces in the country. It's beautifully designed and no expense was spared. From carerra marble tables to monogrammed champagne flutes, this place is a sight to see.  As for cakes, expect to splurge. Don't be all cheap. Expect little less than $10 for a slice of cake. My fave is the owner's fave as well which is the caramel cake. All I can say is omg-  where has this place been. It looks ordinary but definitely a winner in the taste department. I can honestly say that this is probably my favorite cake ever.",5.0,4
ASsHhnqXinD4ADe--0BvTg,6InyxxWLYI0J9y4342o12Q,SlZJATE_TGUU8X34UJNi4g,"The little add-on to Delicia.  I would imagine most people come here for a drink while waiting on their table for Delicia.  They have very similar food, and nearly identical drinks (besides the signature ones like Fire N Ice)   We ate here once before and the food was good.  Bartender is not overwhelmed and therefore very friendly and talkative.  Drinks are made well and cost about %25 less than next door at the restaurant. :)  Would I come here purely for La Mulita? nope....but I'd come here while waiting for my table at Delicia for sure. :)",4.0,0
Aa94t-6Q1wE-jz_in6qt1A,H6-9VdI6cx4vSu_FeZVR0g,eaDZlSuVS0EY67Ke6pRP6Q,"Even though I believe it is the same owner as banana leaf, I like penang much better. Their food is pretty good and the waitresses are nice. This place can get pretty busy. But it's a must try!",4.0,0
CthptW5foCV6xhUVKTpB4A,aRdO2gkzbDDyun1JUyuT4Q,n6EspciV-aGB0qqieOo-3A,"the customer service and quality of nails here is impressive. I called and made an appointment for 6:30PM (at 6PM). The women on the phone said no problem. I show up and the place was packed, but the women said I had an appointment and took me right away.  I was glad I made an appointment. She was quick and my nails look great! I got a no chip manicure. Place is clean and have a wide variety of colors to choose from.",5.0,0
Uw_I5YicqG_ybCXc1Cf7Cw,EV0JptRgAn0tOntQ_lAxSA,kZtl_NJjUnlIQgzFrBhXyQ,"Overview: 5/10 atmosphere, 3/10 service, 7/10 food  I've come here a couple times at off-dinner times (first around 5:00 pm, second time around 8:00 pm) on weekdays. Average looking storefront with the choice of table seating or sushi bar seating. The tables a bit cramped, especially the two person tables, and it isn't a particularly group friendly place. The room is crowded and smaller tables are uncomfortably close to each other.   Seems like a family business, or at least I hope it is because a few of the waitstaff are downright rude. Every single thing you ask them for--be it water, chopsticks, extra ginger for gods sake--is a huge favor they're imparting to you. Don't even bother waiting for your server to take your food and drink order; call them over unless you want to be there for a couple hours or more, since the food also takes a while to prepare. This would be one thing if it was the best sushi in town, but it most certainly is not. Fish is fresh, but it is at pretty much any other mid-priced sushi restaurant in a 7 mile radius due to the town's location. Both times I've come neither toro nor uni we're on the menu...we're in Santa Barbara! Uni is shipped internationally from this city, you'd think a local restaurant could manage to have some on hand. Their specialty rolls are heavily covered in baked mayonnaise and overly battered and fried. So, go simple the next time, I thought. I ordered a spicy scallop roll, a salmon skin roll, and soft shell crab to split. Spicy scallop roll again had too much mayonnaise, though it was wrapped very well, and the soft shell crab was heavily tempura battered so much that there was more batter than crab. They were out of salmon skin, which would have been OK if they'd told me from the get-go. Instead, they brought my other food out and said they were out of salmon skin. Great, now if I order another dish it will come out later.   Instead, I'll finish my food and come back never.",2.0,1
jo_hwVIWE26-8zv6PoBlGw,5jMVOTXxWDoGx4iO9q2EPA,jULIPydhMj18KOI5OHTwfA,"My profe introduced me to this place. You have to get the fried fish tacos. they are the best, first time was the best time. A Mexican Taco without cheese.",5.0,0
pMW_yDMQQDDvykOY5Ds54Q,DHf9CQk0YUZoQ8Mhsuu3xg,AP_sb7dETsflRNNkJinYUQ,"Holy cow. This place is amazing!! I went here with a couple friends and we ordered the stuffed olives (unbelievable black olives with this vinaigrette thick tomato sauce), Kale salad, firecracker shrimp (flash fried and so delicious and juicy), 2 Fettuccine Pomodoros and zucchini spaghetti with veggies. All were absolutely delicious! Accompanied with great wine and great service! It was a night to remember :)",5.0,0
yvAAKMrMvRLHriAw0ljbPA,8hKihFHLHqpkuat-EoE7hg,C1D2o1VV2TDjpkG3BsdseA,These tacos are amazing and the price of the food is very reasonable. I actually don't love the atmosphere but I understand why it is what it is. Nashville has the theme of walking up to order and picking up your food and I suppose I'm just the type of person who wants to be waited on so it doesn't seem so fast food like. Overall can't argue with the great taste of the food. Plus they have mix and match bucket of beers!,4.0,0
0dyb6r5QXt3KFCn_3zsiNg,I-QjDKhzzZGHTbOKHNvl3A,Uy0r4bzRmY5LFtDfzNgkag,OUTSTANDING Mexican food! Great flavors that I haven't experienced at other Mexican restaurants.,5.0,1
MtBgHUffJVOdHLPtgbtqxg,IIT1OKuA_0kGBYSOB-CFsg,RTfy6koLz76SG0zNzw4CGw,"I was lucky enough to spend 2 weeks in Boise for ""work."" Spent my free time drinking my way around Boise's great craft beer scene. I visited about 10 breweries or brewpubs and Payette was far and away my fav. Tons of beers on tap. I would guess probably 30. Fun custom 4 beer flights, and cheap too! Like hard to believe cheap. Beautiful building and space. No food, but on both of my visits they had a food truck parked outside. Great vibe. Oh yeah, and most importantly, the beer is excellent!",5.0,5
DTBzNol5Nm6PCIq212gyKA,C3VlJP4CfagxYvPOkv-cjA,wMti5VLmoqnEce1VQILUNg,I don't get over here nearly enough. This might be the smallest brewery in New Jersey but it's also the friendliest. Chris and his wife are outstanding hosts. Oh yeah and the beer is just awesome.,5.0,0
nDMbbJimBXRcIuMkhqofGw,bDsV-2R4PEfvq7Q8cXHqKg,htO_nlxkEsYHzDrtbiUxew,"It's been a while since I've come to this La Colombe, but it hit the spot on a chilly evening after a day of exploring. The space is warm, with a decent scattering of tables and benches in a cozy space (right on the edge of cramped but not quite there). I got a hot chocolate with almond milk, which was on point -- very chocolate forward without being too sweet. My friend got their classic drip coffee (a dark roast) with milk and was pleased with the quality. We couldn't resist a bit of something sweet, so split a canele -- a cylinder-shaped French pastry with a deeply caramelized exterior and a surprisingly light and lemony interior. It was my first and it was a worthy indulgence.  There is no posted menu, so the ordering can be a little confusing. But the baristas are knowledgeable and even gave me tastes of their different drip options to help me decide.  I've also seen this place quite crowded with laptop squatters as well as people meeting with friends -- probably because it's right off of Rittenhouse Square -- so we lucked out in finding a spot.",4.0,0
4JZYSB6qw8foM4Fec3XMfA,9AdlsbBYRzYWRxQnjnXgfw,HCbJPXWXvwN-C7XfmVy3gA,This has been one of my favorite chains for a while. I will not visit this one again. Slowest service I can remember anywhere. Food was cold when I got it. I will not be returning.,1.0,0
dTruk7oVekkp7axdCjMORA,590n3_2wj7xIPBzw8ogXTg,_EKvNMC2Mm67HzqNIzLgXg,"Went in for an early dinner and really enjoyed everything. The manager was super friendly, gave us some great recommendations and gave us each a glass of reisling on the house for being first time guests. Our waitress was a trainee, but was also superb. Wonderful recommendations, good prices, delicious food. We had the no-name roll, which was a ten out of ten. Original, well constructed and delicious. We also had several other specialty the rolls - the Ninja, the Honey, and an appetizer of spring rolls. We had dessert as well, a yummy fried cookie dough tempura which wasn't the biggest dessert in the world but was very good. We plan on returning for sure, because the sushi was great, the service was fantastic and the ambiance was lovely. Great spot. Really very impressive.",5.0,1
JvVmOpqkAz4e6LIgCaRd4A,ZgicELS0II-p0B9xx60UpA,9gObo5ltOMo6UgsaXaHPWA,"Had a great time here. The food was fantastic, and the view was superb. The waitress seemed genuinely happy to be working here and was extremely friendly. No complaints.",5.0,0
Cvaa0B7d-ZK_v1ji0NAPZw,kX9OMmA9XLpNPWXQtTe33Q,lj-E32x9_FA7GmUrBGBEWg,"I love this cute Italian restaurant, it's great for lunch! They have a fairly good selection with fresh foods, and the deserts here is pretty good!",5.0,1
G4Tbkzm2nV9y2krOGbPkaQ,k2RPYM69kQRKuVlK97H6JA,hmmiyt6KljD5G3a861qsKw,"This expansive shopping center located right off Charlotte Pike will satisfy even the most picky Asian shopper. Apart from the typical frozen dumplings and mountains of sriracha, the store offers everything from Mexican spices to Indian frozen roti and Chinese desserts. The aisles are pretty well organized, though the frozen food section is a bit lacking. I noticed some patrons also had difficulty navigating through the large amount of items. The store organizes based on ethnicity, but not in any particular alpha-numeric order. Of the many I saw, there were specific aisles for Chinese, Korean, Thai and Vietnamese food. I was pretty impressed by their fresh produce section covering about a third of the store and the extensive live fish selection along the entire back of the restaurant.  This will probably be my staple shopping area for specific ingredients. Keep in mind they only accept card for purchases above $3.00. They also were unpacking large shipments of frozen goods when I went in the early afternoon, so be careful to navigate around the cardboard maze if you catch them at that time.",4.0,3
j3Wq41ztgA9-iyNJJGdZ8Q,wVeaDZjftRmPk8Zh2nhFrg,OHzX-ZD9qyoeoxR8Z0dlIA,Great service every time come here. Food was delicious and drinks always good. Dave was our server and has been our bartender.  Love coming here!,5.0,0
l8nzTVPDK6yHQOkodCE4gQ,OKDrmxU_wA9USKtSjWDSlA,yeHLiKNp0hyR-ig4M6us-w,Eat upstairs for a great view. Not the best but not the worst food. I would probably go again.,3.0,0
Vrdd-GLXrFftn19HLmC15w,HzEmzPSHcvCBUzf2d8cNRw,vUrTGX_7HxqeoQ_6QCVz6g,"Great food ! Great customer service ! Amazing coffee!!! Great for business meeting , brunch with friends , romantic dinner and breakfast with a big family alike .  Very spacious , clean and welcoming !",5.0,2
hvQPclvLUCF_GadUtOotGg,OIaX_WTVzRL_rqr12FPFSw,8KU5lsg69OIbpGUBmt43AQ,"Bad service!  We decided to eat in to take advantage of their byob option and have dinner without cleanup.  The three of us walked in and a fee of the staff members lifted their heads to look but otherwise didn't acknowledge our presence. No hi, how are doing-just a look. We seated ourselves, waited a few minutes then grabbed our own menus.  We waited a few minutes longer and still no acknowledgment, no wine glasses-nothing!  We walked out!  It's a shame because I really like their pizza...",1.0,8
tvSwUZuelGtD0vr3QLkhwA,d8NutNI8ScRUKTV8aCQ2zQ,aYX4LNXDU3rlvpXgpa5QWA,Was thrilled with our toast being served hot. Few places manage to do that. However very uncomfortable booths. Bad parking lot. Not enough spots. So no reason to return.,1.0,2
CDgUoCcsF21Yk7-5Ii_J4Q,bFNn1jLP8bC_stWDEnhzuw,zQPHrply2yeB1EGNnoS66A,"YAY!! As California expats we've been looking for reputable Latin food (if I see another place who sells only refried beans I'm gonna scream) great selection of rices, proteins and accompaniments. Plus jarritos mandarin. Praise the food gods.",4.0,0
242Zn5CPDxMIKY9u68DyYQ,Y0ymek23PIy8SavJQOLYDQ,htO_nlxkEsYHzDrtbiUxew,"Update: We've returned several times since my original post-renovation review. The service has been more efficient, and I've bumped it back up to a 5.  This is the older post:  The renovation is lovely, the coffee still the same, but it's 3:30 with the Craft Fair going on at Rittenhouse, and LaColombe has the most inefficient team working the bar. Incredibly inefficient and kind of scattered.   The line, which usually moves really quickly, just crawled.  I usually get a sidecar iced coffee. This time the espresso sidecar was filled nearly to the top of the glass.  It is usually just a half-inch.",5.0,0
EQhiLLYi6XGouBJrsf0uWA,-Tg5YTEMbnYw3fQN99xKCQ,V6Om7YZhlRQRU7WfuxHq8Q,Pretty good Cajun options in the middle of Philadelphia,4.0,0
brxrM6zo_LufMst4VT9Tzg,ObZnTiwMA-4gaTqa1_mB6A,g3LweOTJlJoALtaShN4SLA,"Food was ok. Nothing special. Ordered the fondue as a starter  and the ""vegetables"" noted on the menu was one vegetable.....be warned. We got brussels and bread. Cheese was ok. We ordered a burger and turkey sandwich. Both orders arrived with cold fries. Note, this is a Sunday evening around 6:30. Very light. No reason for cold food. We received our alcohol very quick given that we sat in the bar.....that was all we got from service. Our waitress also worked as the bartender.......not a good combo. She never checked on us and the check took forever.....but sadly it was a Sunday and it was quiet.  If you sit in the bar, get an employee not working as the bartender.  We were so hopeful as we love to support local.  Keep your expectations low and all will be great as this place is nothing different or special.",2.0,3
3fuLg7Vf6vWDhCPErf_fgg,mZrbrAAtQ0Xmt_MMUEs6Kg,mbglgx3nbRRPKxh0SxDjNQ,"I love Latin food, but I don't want to go to deep DEEP north Philly and I'm not always up to spending what they spend at the Center City spots. So Parada Maimon is a good compromise. Most of the times I've been here I've gotten the pernil with rice and black beans. I've tried the half chicken, the gizzards, and the mofongo. The chicken was good enough that I brought some home to my family. It was a hit. The price can't really be beaten. For those wondering, you can sub out rice and beans for some fries... or maybe some other side they're offering.   What issues did I have? You can either order at the counter or you can have a seat. The counter (cafeteria style) food is ready-made while most other things are made to order. My first impression was underwhelming... as the pernil I had was dry. I didn't know to ask for gravy since I ordered from the menu. That wasn't enough to keep me away because I came back and had the mofongo and I didn't like it much. I mentioned in a review for another place that I don't fault the establishment. I just didn't know what I was getting into because it more or less tastes the same everywhere I've tried it. There was a little confusion in the portions... they should just say large and small, but instead they say lunch and dinner if I remember correctly.  So for the best dine-in experience... order at the counter, if you're not fluent in Spanish then English is fine...mostly (I got a verbal judo flip with my basic Spanish), state what sauces/gravy you want on your food and then have a seat. Also, get one of their fresh juices (Chinola for me). If you really want to EAT get the dinner (large) portion, but if you're there for the deal get the lunch (small).   So with a large plate of pernil with a good amount of gravy, some hot sauce and oil for the rice, and some thousand island or whatever for the little salad... I'm NICE! I think they have tres leches too, but I've been too full to try it.  PRO-TIP: And ask for maduros... I don't think they're included, but I don't think they're extra. It's just like 3 or 4 and anyway.  FUN FACT: The area is desolate so there's really no best way in or out on foot. You're catching alleys, bums, and long empty stretches on all sides. Seriously, don't let that stop you from checking this place out.",4.0,2
